Country Name,Country Code,Region,IncomeGroup,Year,"Birth rate, crude (per 1,000 people)","Death rate, crude (per 1,000 people)",Electric power consumption (kWh per capita),GDP (USD),GDP per capita (USD),Individuals using the Internet (% of population),"Infant mortality rate (per 1,000 live births)",Life expectancy at birth (years),Population density (people per sq. km of land area),Unemployment (% of total labor force) (modeled ILO estimate)
Greenland,GRL,Europe & Central Asia,High income: nonOECD,2008,14.80,7.60,,2499110000.00,44367.10,62.82,,70.21,0.14,
Greenland,GRL,Europe & Central Asia,High income: nonOECD,2007,15.10,8.00,,2249810000.00,39781.00,61.07,,69.98,0.14,
Greenland,GRL,Europe & Central Asia,High income: nonOECD,2006,14.80,7.80,,2013100000.00,35458.10,59.36,,69.52,0.14,
Greenland,GRL,Europe & Central Asia,High income: nonOECD,2005,15.60,8.20,,1849810000.00,32489.80,57.70,,69.22,0.14,
Greenland,GRL,Europe & Central Asia,High income: nonOECD,2004,15.70,8.40,,1822490000.00,32023.50,56.10,,68.81,0.14,
Greenland,GRL,Europe & Central Asia,High income: nonOECD,2003,15.50,7.20,,1558750000.00,27459.80,54.53,,68.44,0.14,
Greenland,GRL,Europe & Central Asia,High income: nonOECD,2002,16.90,7.90,,1169140000.00,20652.90,44.15,,68.16,0.14,
Greenland,GRL,Europe & Central Asia,High income: nonOECD,2001,16.70,8.30,,1086170000.00,19275.50,35.46,,67.61,0.14,
Greenland,GRL,Europe & Central Asia,High income: nonOECD,2000,15.60,8.00,,1068030000.00,19004.10,31.75,,66.96,0.14,
Greenland,GRL,Europe & Central Asia,High income: nonOECD,1999,16.80,8.50,,1131560000.00,20170.40,21.60,,66.40,0.14,
Greenland,GRL,Europe & Central Asia,High income: nonOECD,1998,17.50,8.10,,1149860000.00,20496.70,14.65,,66.16,0.14,
Greenland,GRL,Europe & Central Asia,High income: nonOECD,1997,19.60,8.80,,1072150000.00,19145.50,7.95,,65.80,0.14,
Greenland,GRL,Europe & Central Asia,High income: nonOECD,1996,18.80,7.90,,1197510000.00,21422.40,1.80,,65.77,0.16,
Greenland,GRL,Europe & Central Asia,High income: nonOECD,1995,19.70,8.60,,1208950000.00,21665.70,0.05,,65.64,0.16,
Greenland,GRL,Europe & Central Asia,High income: nonOECD,1994,20.50,8.00,,1005880000.00,18124.00,0.06,,65.90,0.16,
Greenland,GRL,Europe & Central Asia,High income: nonOECD,1993,21.40,7.80,,927220000.00,16797.50,,,65.59,0.16,
Greenland,GRL,Europe & Central Asia,High income: nonOECD,1992,22.40,8.00,,1037920000.00,18768.90,,,65.20,0.16,
Greenland,GRL,Europe & Central Asia,High income: nonOECD,1991,21.50,8.30,,1016490000.00,18315.20,,,65.03,0.16,
Greenland,GRL,Europe & Central Asia,High income: nonOECD,1990,22.60,8.40,,1018970000.00,18326.80,0.00,,65.07,0.16,
Greenland,GRL,Europe & Central Asia,High income: nonOECD,1989,21.90,8.20,,929797000.00,16813.70,,,64.67,0.16,
Greenland,GRL,Europe & Central Asia,High income: nonOECD,1988,22.10,7.90,,898611000.00,16398.00,,,64.58,0.16,
Greenland,GRL,Europe & Central Asia,High income: nonOECD,1987,20.40,8.20,,787392000.00,14554.40,,,64.65,0.16,
Greenland,GRL,Europe & Central Asia,High income: nonOECD,1986,19.70,8.30,,603016000.00,11271.30,,,64.25,0.16,
Greenland,GRL,Europe & Central Asia,High income: nonOECD,1985,21.70,8.20,,412876000.00,7760.83,,,63.83,0.16,
Greenland,GRL,Europe & Central Asia,High income: nonOECD,1984,20.00,8.30,,379372000.00,7198.70,,,63.47,0.15,
Greenland,GRL,Europe & Central Asia,High income: nonOECD,1983,19.10,8.30,,416184000.00,7988.17,,,63.30,0.15,
Greenland,GRL,Europe & Central Asia,High income: nonOECD,1982,20.40,7.90,,402405000.00,7813.69,,,63.19,0.15,
Greenland,GRL,Europe & Central Asia,High income: nonOECD,1981,20.70,7.50,,435747000.00,8544.06,,,63.07,0.15,
Greenland,GRL,Europe & Central Asia,High income: nonOECD,1980,20.60,7.60,,476055000.00,9483.17,,,63.45,0.15,
Greenland,GRL,Europe & Central Asia,High income: nonOECD,1979,18.10,7.90,,420642000.00,8480.69,,,63.95,0.15,
Greenland,GRL,Europe & Central Asia,High income: nonOECD,1978,17.70,6.30,,355989000.00,7235.55,,,63.41,0.14,
Greenland,GRL,Europe & Central Asia,High income: nonOECD,1977,18.60,7.60,,282269000.00,5713.95,,,,0.14,
Greenland,GRL,Europe & Central Asia,High income: nonOECD,1976,17.30,,,240780000.00,4844.68,,,,0.15,
Greenland,GRL,Europe & Central Asia,High income: nonOECD,1975,16.40,,,211194000.00,4257.95,,,,0.15,
Greenland,GRL,Europe & Central Asia,High income: nonOECD,1974,17.50,,,169919000.00,3432.71,,,,0.14,
Greenland,GRL,Europe & Central Asia,High income: nonOECD,1973,19.20,,,140154000.00,2860.28,,,,0.14,
Greenland,GRL,Europe & Central Asia,High income: nonOECD,1972,,,,106101000.00,2196.71,,,,0.14,
Greenland,GRL,Europe & Central Asia,High income: nonOECD,1971,,,,88571000.00,1876.50,,,,0.14,
Greenland,GRL,Europe & Central Asia,High income: nonOECD,1970,,,,69520000.00,1498.28,,,,0.14,
Greenland,GRL,Europe & Central Asia,High income: nonOECD,1969,,,,,,,,,0.13,
Greenland,GRL,Europe & Central Asia,High income: nonOECD,1968,,,,,,,,,0.13,
Greenland,GRL,Europe & Central Asia,High income: nonOECD,1967,,,,,,,,,0.12,
Greenland,GRL,Europe & Central Asia,High income: nonOECD,1966,,,,,,,,,0.12,
Greenland,GRL,Europe & Central Asia,High income: nonOECD,1965,,,,,,,,,0.11,
Greenland,GRL,Europe & Central Asia,High income: nonOECD,1964,,,,,,,,,0.11,
Greenland,GRL,Europe & Central Asia,High income: nonOECD,1963,,,,,,,,,0.11,
Greenland,GRL,Europe & Central Asia,High income: nonOECD,1962,,,,,,,,,0.10,
Greenland,GRL,Europe & Central Asia,High income: nonOECD,1961,,,,,,,,,0.10,
Greenland,GRL,Europe & Central Asia,High income: nonOECD,1960,,,,,,,,,,
Grenada,GRD,Latin America & Caribbean,Upper middle income,2018,,,,1207450000.00,10833.70,,13.70,,327.81,
Grenada,GRD,Latin America & Caribbean,Upper middle income,2017,16.70,9.56,,1126880000.00,10163.60,59.07,13.80,72.39,326.10,
Grenada,GRD,Latin America & Caribbean,Upper middle income,2016,16.91,9.54,,1061630000.00,9628.35,55.86,13.70,72.41,324.30,
Grenada,GRD,Latin America & Caribbean,Upper middle income,2015,17.07,9.49,,997008000.00,9096.87,53.81,13.50,72.45,322.35,
Grenada,GRD,Latin America & Caribbean,Upper middle income,2014,17.21,9.39,,911497000.00,8369.89,51.60,13.30,72.50,320.30,
Grenada,GRD,Latin America & Caribbean,Upper middle income,2013,17.32,9.25,,842620000.00,7789.78,35.00,13.10,72.58,318.15,
Grenada,GRD,Latin America & Caribbean,Upper middle income,2012,17.40,9.07,,799882000.00,7444.50,32.00,12.90,72.67,316.02,
Grenada,GRD,Latin America & Caribbean,Upper middle income,2011,17.46,8.84,,778656000.00,7291.06,30.00,12.70,72.77,314.11,
Grenada,GRD,Latin America & Caribbean,Upper middle income,2010,17.50,8.59,,771013000.00,7257.76,27.00,12.60,72.87,312.45,
Grenada,GRD,Latin America & Caribbean,Upper middle income,2009,17.51,8.33,,771276000.00,7290.70,24.05,12.50,72.96,311.14,
Grenada,GRD,Latin America & Caribbean,Upper middle income,2008,17.50,8.08,,825976000.00,7832.42,23.18,12.50,73.04,310.17,
Grenada,GRD,Latin America & Caribbean,Upper middle income,2007,17.47,7.86,,758684000.00,7212.51,22.29,12.40,73.10,309.38,
Grenada,GRD,Latin America & Caribbean,Upper middle income,2006,17.44,7.68,,698701000.00,6658.54,21.40,12.50,73.13,308.63,
Grenada,GRD,Latin America & Caribbean,Upper middle income,2005,17.44,7.54,,695370000.00,6644.02,20.49,12.50,73.12,307.83,
Grenada,GRD,Latin America & Caribbean,Upper middle income,2004,17.48,7.44,,599119000.00,5741.60,19.57,12.60,73.09,306.90,
Grenada,GRD,Latin America & Caribbean,Upper middle income,2003,17.58,7.34,,591018000.00,5682.60,18.65,12.80,73.02,305.90,
Grenada,GRD,Latin America & Caribbean,Upper middle income,2002,17.77,7.26,,540337000.00,5213.90,14.76,12.90,72.93,304.81,
Grenada,GRD,Latin America & Caribbean,Upper middle income,2001,18.05,7.19,,520444000.00,5040.67,5.13,13.10,72.81,303.67,
Grenada,GRD,Latin America & Caribbean,Upper middle income,2000,18.44,7.14,,520044000.00,5057.17,4.06,13.30,72.65,302.45,
Grenada,GRD,Latin America & Caribbean,Upper middle income,1999,18.94,7.13,,482009000.00,4705.65,2.47,13.60,72.46,301.27,
Grenada,GRD,Latin America & Caribbean,Upper middle income,1998,19.53,7.16,,445904000.00,4370.70,1.48,13.90,72.23,300.06,
Grenada,GRD,Latin America & Caribbean,Upper middle income,1997,20.21,7.23,,392191000.00,3861.40,0.99,14.20,71.96,298.73,
Grenada,GRD,Latin America & Caribbean,Upper middle income,1996,20.99,7.35,,366911000.00,3632.75,0.30,14.60,71.67,297.06,
Grenada,GRD,Latin America & Caribbean,Upper middle income,1995,21.88,7.48,,342173000.00,3411.90,0.00,15.10,71.36,294.97,
Grenada,GRD,Latin America & Caribbean,Upper middle income,1994,22.94,7.63,,325112000.00,3272.32,0.00,15.60,71.02,292.21,
Grenada,GRD,Latin America & Caribbean,Upper middle income,1993,24.15,7.76,,309812000.00,3153.95,0.00,16.20,70.66,288.91,
Grenada,GRD,Latin America & Caribbean,Upper middle income,1992,25.49,7.86,,310160000.00,3192.10,0.00,16.80,70.30,285.78,
Grenada,GRD,Latin America & Caribbean,Upper middle income,1991,26.90,7.93,,300758000.00,3117.95,0.00,17.40,69.94,283.71,
Grenada,GRD,Latin America & Caribbean,Upper middle income,1990,28.31,7.97,,278099000.00,2886.91,0.00,18.10,69.60,283.33,
Grenada,GRD,Latin America & Caribbean,Upper middle income,1989,29.63,7.98,,267328000.00,2758.12,0.00,18.70,69.29,285.07,
Grenada,GRD,Latin America & Caribbean,Upper middle income,1988,30.79,7.99,,236358000.00,2408.86,0.00,19.30,69.02,288.59,
Grenada,GRD,Latin America & Caribbean,Upper middle income,1987,31.72,8.00,,215010000.00,2162.29,0.00,20.00,68.80,292.46,
Grenada,GRD,Latin America & Caribbean,Upper middle income,1986,32.38,8.02,,187590000.00,1872.32,0.00,20.60,68.61,294.68,
Grenada,GRD,Latin America & Caribbean,Upper middle income,1985,32.75,8.05,,167728000.00,1678.19,0.00,21.20,68.46,293.96,
Grenada,GRD,Latin America & Caribbean,Upper middle income,1984,32.81,8.09,,145533000.00,1477.84,0.00,,68.34,289.64,
Grenada,GRD,Latin America & Caribbean,Upper middle income,1983,32.64,8.14,,131804000.00,1372.68,0.00,,68.23,282.41,
Grenada,GRD,Latin America & Caribbean,Upper middle income,1982,32.30,8.19,,125435589.00,1347.00,0.00,,68.13,273.89,
Grenada,GRD,Latin America & Caribbean,Upper middle income,1981,31.83,8.24,,115652000.00,1276.41,0.00,,68.01,266.49,
Grenada,GRD,Latin America & Caribbean,Upper middle income,1980,31.30,8.27,,110900000.00,1245.62,0.00,,67.88,261.86,
Grenada,GRD,Latin America & Caribbean,Upper middle income,1979,30.77,8.30,,102244000.00,1154.00,0.00,,67.72,260.59,
Grenada,GRD,Latin America & Caribbean,Upper middle income,1978,30.28,8.30,,88322400.00,991.26,0.00,,67.55,262.06,
Grenada,GRD,Latin America & Caribbean,Upper middle income,1977,29.85,8.30,,71494500.00,792.39,0.00,,67.35,265.37,
Grenada,GRD,Latin America & Caribbean,Upper middle income,1976,29.52,8.27,,,,0.00,,67.13,269.04,
Grenada,GRD,Latin America & Caribbean,Upper middle income,1975,29.25,8.25,,,,0.00,,66.90,272.04,
Grenada,GRD,Latin America & Caribbean,Upper middle income,1974,28.99,8.22,,,,,,66.65,274.09,
Grenada,GRD,Latin America & Caribbean,Upper middle income,1973,28.69,8.20,,,,,,66.40,275.50,
Grenada,GRD,Latin America & Caribbean,Upper middle income,1972,28.38,8.20,,,,,,66.14,276.42,
Grenada,GRD,Latin America & Caribbean,Upper middle income,1971,28.12,8.24,,,,,,65.88,277.12,
Grenada,GRD,Latin America & Caribbean,Upper middle income,1970,28.06,8.31,,,,0.00,,65.62,277.87,
Grenada,GRD,Latin America & Caribbean,Upper middle income,1969,28.39,8.43,,,,,,65.35,278.61,
Grenada,GRD,Latin America & Caribbean,Upper middle income,1968,29.21,8.61,,,,,,65.08,279.20,
Grenada,GRD,Latin America & Caribbean,Upper middle income,1967,30.55,8.82,,,,,,64.79,279.47,
Grenada,GRD,Latin America & Caribbean,Upper middle income,1966,32.37,9.08,,,,,,64.48,279.22,
Grenada,GRD,Latin America & Caribbean,Upper middle income,1965,34.56,9.38,,,,0.00,,64.16,278.34,
Grenada,GRD,Latin America & Caribbean,Upper middle income,1964,36.98,9.70,,,,,,63.82,276.83,
Grenada,GRD,Latin America & Caribbean,Upper middle income,1963,39.39,10.04,,,,,,63.45,274.74,
Grenada,GRD,Latin America & Caribbean,Upper middle income,1962,41.58,10.39,,,,,,63.06,272.01,
Grenada,GRD,Latin America & Caribbean,Upper middle income,1961,43.42,10.73,,,,,,62.66,268.61,
Grenada,GRD,Latin America & Caribbean,Upper middle income,1960,44.80,11.07,,,,0.00,,62.23,,
Guam,GUM,East Asia & Pacific,High income: nonOECD,2018,,,,,,,,,306.98,5.61
Guam,GUM,East Asia & Pacific,High income: nonOECD,2017,16.71,5.17,,5859000000.00,35664.50,80.51,,79.63,304.22,5.25
Guam,GUM,East Asia & Pacific,High income: nonOECD,2016,16.85,5.12,,5793000000.00,35550.60,77.01,,79.39,301.76,5.40
Guam,GUM,East Asia & Pacific,High income: nonOECD,2015,17.01,5.09,,5710000000.00,35278.90,73.14,,79.14,299.73,6.90
Guam,GUM,East Asia & Pacific,High income: nonOECD,2014,17.16,5.05,,5538000000.00,34394.10,69.27,,78.90,298.18,7.60
Guam,GUM,East Asia & Pacific,High income: nonOECD,2013,17.31,5.01,,5336000000.00,33265.40,65.40,,78.65,297.05,11.50
Guam,GUM,East Asia & Pacific,High income: nonOECD,2012,17.46,4.96,,5199000000.00,32494.60,61.53,,78.41,296.29,12.20
Guam,GUM,East Asia & Pacific,High income: nonOECD,2011,17.61,4.92,,4928000000.00,30859.40,57.70,,78.17,295.73,13.30
Guam,GUM,East Asia & Pacific,High income: nonOECD,2010,17.78,4.86,,4895000000.00,30700.40,54.04,,77.94,295.27,8.20
Guam,GUM,East Asia & Pacific,High income: nonOECD,2009,18.00,4.81,,4781000000.00,30026.50,50.64,,77.71,294.86,9.30
Guam,GUM,East Asia & Pacific,High income: nonOECD,2008,18.27,4.77,,4621000000.00,29056.30,48.42,,77.47,294.51,8.35
Guam,GUM,East Asia & Pacific,High income: nonOECD,2007,18.59,4.72,,4375000000.00,27542.20,46.15,,77.23,294.16,8.30
Guam,GUM,East Asia & Pacific,High income: nonOECD,2006,18.98,4.69,,4213000000.00,26555.60,43.85,,76.97,293.79,7.40
Guam,GUM,East Asia & Pacific,High income: nonOECD,2005,19.43,4.66,,4197000000.00,26495.90,38.56,,76.69,293.34,7.00
Guam,GUM,East Asia & Pacific,High income: nonOECD,2004,19.92,4.63,,3857000000.00,24395.80,36.16,,76.39,292.78,7.70
Guam,GUM,East Asia & Pacific,High income: nonOECD,2003,20.44,4.61,,3560000000.00,22572.10,33.72,,76.07,292.07,9.51
Guam,GUM,East Asia & Pacific,High income: nonOECD,2002,20.96,4.58,,3385000000.00,21536.40,31.19,,75.73,291.07,11.39
Guam,GUM,East Asia & Pacific,High income: nonOECD,2001,21.47,4.56,,,,25.38,,75.37,289.63,13.21
Guam,GUM,East Asia & Pacific,High income: nonOECD,2000,21.94,4.54,,,,16.11,,75.01,287.65,15.32
Guam,GUM,East Asia & Pacific,High income: nonOECD,1999,22.34,4.53,,,,8.50,,74.65,285.10,13.95
Guam,GUM,East Asia & Pacific,High income: nonOECD,1998,22.68,4.53,,,,4.50,,74.28,281.99,7.74
Guam,GUM,East Asia & Pacific,High income: nonOECD,1997,22.97,4.54,,,,2.34,,73.93,278.34,9.67
Guam,GUM,East Asia & Pacific,High income: nonOECD,1996,23.21,4.56,,,,1.36,,73.59,274.19,8.28
Guam,GUM,East Asia & Pacific,High income: nonOECD,1995,23.44,4.59,,,,0.66,,73.27,269.56,7.90
Guam,GUM,East Asia & Pacific,High income: nonOECD,1994,23.72,4.62,,,,0.35,,72.97,264.45,7.60
Guam,GUM,East Asia & Pacific,High income: nonOECD,1993,24.08,4.64,,,,,,72.69,258.92,5.53
Guam,GUM,East Asia & Pacific,High income: nonOECD,1992,24.53,4.67,,,,,,72.42,253.13,3.84
Guam,GUM,East Asia & Pacific,High income: nonOECD,1991,25.06,4.69,,,,,,72.17,247.33,3.51
Guam,GUM,East Asia & Pacific,High income: nonOECD,1990,25.62,4.71,,,,0.00,,71.93,241.63,
Guam,GUM,East Asia & Pacific,High income: nonOECD,1989,26.14,4.72,,,,,,71.69,236.15,
Guam,GUM,East Asia & Pacific,High income: nonOECD,1988,26.57,4.73,,,,,,71.45,230.88,
Guam,GUM,East Asia & Pacific,High income: nonOECD,1987,26.87,4.73,,,,,,71.21,225.78,
Guam,GUM,East Asia & Pacific,High income: nonOECD,1986,27.04,4.74,,,,,,70.96,220.80,
Guam,GUM,East Asia & Pacific,High income: nonOECD,1985,27.14,4.75,,,,,,70.70,215.87,
Guam,GUM,East Asia & Pacific,High income: nonOECD,1984,27.22,4.77,,,,,,70.43,211.04,
Guam,GUM,East Asia & Pacific,High income: nonOECD,1983,27.36,4.79,,,,,,70.15,206.30,
Guam,GUM,East Asia & Pacific,High income: nonOECD,1982,27.60,4.82,,,,,,69.86,201.68,
Guam,GUM,East Asia & Pacific,High income: nonOECD,1981,27.97,4.85,,,,,,69.57,197.19,
Guam,GUM,East Asia & Pacific,High income: nonOECD,1980,28.43,4.90,,,,,,69.26,192.84,
Guam,GUM,East Asia & Pacific,High income: nonOECD,1979,28.97,4.94,,,,,,68.95,188.60,
Guam,GUM,East Asia & Pacific,High income: nonOECD,1978,29.52,4.99,,,,,,68.62,184.50,
Guam,GUM,East Asia & Pacific,High income: nonOECD,1977,30.02,5.03,,,,,,68.29,180.51,
Guam,GUM,East Asia & Pacific,High income: nonOECD,1976,30.47,5.09,,,,,,67.95,176.64,
Guam,GUM,East Asia & Pacific,High income: nonOECD,1975,30.84,5.14,,,,,,67.60,172.87,
Guam,GUM,East Asia & Pacific,High income: nonOECD,1974,31.10,5.21,,,,,,67.24,169.22,
Guam,GUM,East Asia & Pacific,High income: nonOECD,1973,31.28,5.30,,,,,,66.86,165.67,
Guam,GUM,East Asia & Pacific,High income: nonOECD,1972,31.42,5.40,,,,,,66.47,162.20,
Guam,GUM,East Asia & Pacific,High income: nonOECD,1971,31.56,5.53,,,,,,66.07,158.75,
Guam,GUM,East Asia & Pacific,High income: nonOECD,1970,31.78,5.68,,,,,,65.66,155.33,
Guam,GUM,East Asia & Pacific,High income: nonOECD,1969,32.20,5.86,,,,,,65.24,151.93,
Guam,GUM,East Asia & Pacific,High income: nonOECD,1968,32.86,6.08,,,,,,64.81,148.55,
Guam,GUM,East Asia & Pacific,High income: nonOECD,1967,33.75,6.31,,,,,,64.36,145.19,
Guam,GUM,East Asia & Pacific,High income: nonOECD,1966,34.82,6.56,,,,,,63.91,141.87,
Guam,GUM,East Asia & Pacific,High income: nonOECD,1965,35.93,6.83,,,,,,63.44,138.57,
Guam,GUM,East Asia & Pacific,High income: nonOECD,1964,36.93,7.09,,,,,,62.97,135.28,
Guam,GUM,East Asia & Pacific,High income: nonOECD,1963,37.66,7.34,,,,,,62.48,132.01,
Guam,GUM,East Asia & Pacific,High income: nonOECD,1962,38.03,7.59,,,,,,61.99,128.90,
Guam,GUM,East Asia & Pacific,High income: nonOECD,1961,37.99,7.81,,,,,,61.48,126.06,
Guam,GUM,East Asia & Pacific,High income: nonOECD,1960,37.60,8.02,,,,,,60.97,,
Guatemala,GTM,Latin America & Caribbean,Lower middle income,2018,,,,78460400000.00,4549.01,,22.10,,160.95,2.73
Guatemala,GTM,Latin America & Caribbean,Lower middle income,2017,24.91,4.76,,75620100000.00,4470.61,65.00,22.80,73.81,157.85,2.68
Guatemala,GTM,Latin America & Caribbean,Lower middle income,2016,25.27,4.79,,68663700000.00,4140.59,34.51,23.50,73.54,154.75,2.83
Guatemala,GTM,Latin America & Caribbean,Lower middle income,2015,25.63,4.83,,63767600000.00,3923.57,28.81,24.30,73.25,151.67,2.51
Guatemala,GTM,Latin America & Caribbean,Lower middle income,2014,25.99,4.88,577.90,58722300000.00,3687.84,23.40,25.10,72.94,148.59,2.72
Guatemala,GTM,Latin America & Caribbean,Lower middle income,2013,26.37,4.93,558.42,53851100000.00,3452.92,19.70,25.90,72.60,145.54,3.02
Guatemala,GTM,Latin America & Caribbean,Lower middle income,2012,26.77,5.00,532.65,50388500000.00,3299.67,16.00,26.80,72.24,142.50,2.77
Guatemala,GTM,Latin America & Caribbean,Lower middle income,2011,27.20,5.07,534.56,47654800000.00,3187.87,12.30,27.80,71.86,139.50,4.13
Guatemala,GTM,Latin America & Caribbean,Lower middle income,2010,27.69,5.15,541.95,41338500000.00,2825.52,10.50,28.80,71.48,136.53,3.50
Guatemala,GTM,Latin America & Caribbean,Lower middle income,2009,28.27,5.23,537.78,37734100000.00,2635.75,9.30,29.80,71.11,133.60,3.31
Guatemala,GTM,Latin America & Caribbean,Lower middle income,2008,28.95,5.32,530.54,39137000000.00,2794.21,8.30,30.80,70.75,130.71,2.84
Guatemala,GTM,Latin America & Caribbean,Lower middle income,2007,29.72,5.41,543.49,34113100000.00,2489.95,7.30,31.90,70.41,127.85,2.80
Guatemala,GTM,Latin America & Caribbean,Lower middle income,2006,30.56,5.50,533.03,30231200000.00,2256.57,6.50,33.00,70.08,125.02,2.89
Guatemala,GTM,Latin America & Caribbean,Lower middle income,2005,31.45,5.59,480.68,27211400000.00,2077.83,5.70,34.10,69.76,122.21,2.99
Guatemala,GTM,Latin America & Caribbean,Lower middle income,2004,32.35,5.69,482.54,23965300000.00,1872.74,5.10,35.30,69.44,119.42,2.97
Guatemala,GTM,Latin America & Caribbean,Lower middle income,2003,33.21,5.81,450.78,21917700000.00,1753.35,4.55,36.60,69.09,116.65,2.81
Guatemala,GTM,Latin America & Caribbean,Lower middle income,2002,34.01,5.93,363.02,20776700000.00,1701.77,3.39,37.90,68.72,113.93,2.85
Guatemala,GTM,Latin America & Caribbean,Lower middle income,2001,34.72,6.08,357.99,18702800000.00,1568.38,1.74,39.20,68.30,111.28,2.78
Guatemala,GTM,Latin America & Caribbean,Lower middle income,2000,35.34,6.24,330.45,19288800000.00,1655.59,0.71,40.60,67.85,108.72,2.90
Guatemala,GTM,Latin America & Caribbean,Lower middle income,1999,35.89,6.42,363.13,18318400000.00,1608.68,0.59,42.10,67.35,106.26,2.92
Guatemala,GTM,Latin America & Caribbean,Lower middle income,1998,36.40,6.61,314.64,19395500000.00,1742.08,0.47,43.70,66.82,103.90,2.86
Guatemala,GTM,Latin America & Caribbean,Lower middle income,1997,36.88,6.83,240.55,17790000000.00,1633.97,0.10,45.40,66.26,101.60,2.93
Guatemala,GTM,Latin America & Caribbean,Lower middle income,1996,37.34,7.06,259.24,15674800000.00,1472.28,0.02,47.10,65.68,99.35,2.93
Guatemala,GTM,Latin America & Caribbean,Lower middle income,1995,37.77,7.30,295.62,14655400000.00,1408.02,0.00,48.90,65.09,97.13,2.90
Guatemala,GTM,Latin America & Caribbean,Lower middle income,1994,38.13,7.54,266.41,12983200000.00,1276.33,,50.80,64.50,94.93,2.85
Guatemala,GTM,Latin America & Caribbean,Lower middle income,1993,38.42,7.79,243.09,11399900000.00,1147.03,,52.80,63.92,92.75,2.75
Guatemala,GTM,Latin America & Caribbean,Lower middle income,1992,38.64,8.04,256.48,10440800000.00,1075.43,,54.90,63.35,90.60,2.60
Guatemala,GTM,Latin America & Caribbean,Lower middle income,1991,38.82,8.29,206.47,9406100000.00,991.86,,57.00,62.80,88.50,2.62
Guatemala,GTM,Latin America & Caribbean,Lower middle income,1990,38.98,8.54,200.46,7650130000.00,825.81,0.00,59.30,62.26,86.45,
Guatemala,GTM,Latin America & Caribbean,Lower middle income,1989,39.20,8.80,186.51,8410720000.00,929.31,,61.60,61.74,84.46,
Guatemala,GTM,Latin America & Caribbean,Lower middle income,1988,39.50,9.07,162.85,7841600000.00,886.80,,64.10,61.21,82.52,
Guatemala,GTM,Latin America & Caribbean,Lower middle income,1987,39.90,9.36,165.06,7084400000.00,820.04,,66.70,60.69,80.62,
Guatemala,GTM,Latin America & Caribbean,Lower middle income,1986,40.41,9.65,144.22,7231960000.00,857.01,,69.30,60.18,78.75,
Guatemala,GTM,Latin America & Caribbean,Lower middle income,1985,41.00,9.96,172.94,9721650000.00,1179.80,,72.00,59.66,76.89,
Guatemala,GTM,Latin America & Caribbean,Lower middle income,1984,41.64,10.28,164.24,9470000000.00,1177.44,,74.70,59.15,75.06,
Guatemala,GTM,Latin America & Caribbean,Lower middle income,1983,42.28,10.60,159.54,9050000000.00,1153.24,,77.50,58.66,73.23,
Guatemala,GTM,Latin America & Caribbean,Lower middle income,1982,42.87,10.91,184.98,8717000000.00,1138.76,,80.30,58.18,71.43,
Guatemala,GTM,Latin America & Caribbean,Lower middle income,1981,43.39,11.21,211.88,8607500000.00,1152.82,,83.20,57.72,69.68,
Guatemala,GTM,Latin America & Caribbean,Lower middle income,1980,43.82,11.51,251.80,7878700000.00,1081.73,,86.00,57.27,67.97,
Guatemala,GTM,Latin America & Caribbean,Lower middle income,1979,44.16,11.79,214.60,6902600000.00,971.36,,88.90,56.84,66.31,
Guatemala,GTM,Latin America & Caribbean,Lower middle income,1978,44.42,12.06,208.25,6070600000.00,875.50,,91.90,56.42,64.71,
Guatemala,GTM,Latin America & Caribbean,Lower middle income,1977,44.62,12.33,203.68,5480500000.00,810.06,,94.80,56.00,63.13,
Guatemala,GTM,Latin America & Caribbean,Lower middle income,1976,44.78,12.59,192.90,4365300000.00,661.49,,97.90,55.58,61.58,
Guatemala,GTM,Latin America & Caribbean,Lower middle income,1975,44.90,12.86,161.80,3645900000.00,566.69,,101.00,55.14,60.04,
Guatemala,GTM,Latin America & Caribbean,Lower middle income,1974,44.99,13.14,122.35,3161500000.00,504.33,,104.00,54.68,58.50,
Guatemala,GTM,Latin America & Caribbean,Lower middle income,1973,45.07,13.44,144.97,2569200000.00,420.87,,107.10,54.18,56.97,
Guatemala,GTM,Latin America & Caribbean,Lower middle income,1972,45.14,13.76,137.51,2101300000.00,353.66,,110.20,53.65,55.45,
Guatemala,GTM,Latin America & Caribbean,Lower middle income,1971,45.23,14.09,119.37,1984800000.00,343.36,,113.30,53.09,53.94,
Guatemala,GTM,Latin America & Caribbean,Lower middle income,1970,45.32,14.45,,1903999999.00,338.68,,116.40,52.50,52.46,
Guatemala,GTM,Latin America & Caribbean,Lower middle income,1969,45.44,14.83,,1715399899.00,313.86,,119.50,51.89,51.00,
Guatemala,GTM,Latin America & Caribbean,Lower middle income,1968,45.58,15.23,,1610500000.00,303.20,,122.50,51.27,49.57,
Guatemala,GTM,Latin America & Caribbean,Lower middle income,1967,45.75,15.63,,1453500000.00,281.65,,125.60,50.65,48.16,
Guatemala,GTM,Latin America & Caribbean,Lower middle income,1966,45.94,16.04,,1390700000.00,277.41,,128.70,50.03,46.78,
Guatemala,GTM,Latin America & Caribbean,Lower middle income,1965,46.19,16.47,,1331399900.00,273.40,,131.70,49.43,45.44,
Guatemala,GTM,Latin America & Caribbean,Lower middle income,1964,46.50,16.90,,1299099899.00,274.62,,134.80,48.86,44.14,
